"Bacteria","Lag_Combination","combination_id","AIC","BIC","Deviance_Explained_pct","GCV","sample_size","temp_lag","prec_lag","hum_lag","wet_lag","is_original_optimal","Rank","Optimal","CV_RMSE","CV_RMSE_sd"
"CR-Kp","3-1-2-2","T3_P1_H2_W2",424.576924845692,606.925762996151,71.1772593652461,254.645049404858,521,3,1,2,2,FALSE,13,"No",NA,NA
"CR-Kp","3-1-3-2","T3_P1_H3_W2",425.014092833265,608.607484467914,71.1854299753166,255.641470456259,521,3,1,3,2,FALSE,14,"No",NA,NA
"CR-Kp","2-2-3-2","T2_P2_H3_W2",426.227043487473,608.14890726705,71.0746887201751,256.433988551108,521,2,2,3,2,FALSE,15,"No",NA,NA
"CR-Kp","3-2-2-2","T3_P2_H2_W2",426.649678607598,606.302690960748,70.9919092104231,255.424319064569,521,3,2,2,2,FALSE,16,"No",NA,NA
"CR-Kp","3-2-3-2","T3_P2_H3_W2",428.484339599528,609.957318775334,70.9373292203089,256.467616383366,521,3,2,3,2,FALSE,17,"No",NA,NA
"CR-Kp","2-2-3-1","T2_P2_H3_W1",430.270047771717,613.801836828785,70.8916540674662,257.297653683244,521,2,2,3,1,TRUE,18,"No",0.669514003657907,0.116265262366163
"CR-Kp","1-3-2-1","T1_P3_H2_W1",430.288882843803,611.881212966291,70.8396322838601,258.09735000378,521,1,3,2,1,FALSE,19,"No",NA,NA
"CR-Kp","1-2-3-1","T1_P2_H3_W1",431.052106440614,616.673615431628,70.9028265249433,258.311530447288,521,1,2,3,1,FALSE,20,"No",NA,NA
"CR-Kp","2-3-2-1","T2_P3_H2_W1",431.770018876137,612.464560949418,70.732923608615,257.756055979666,521,2,3,2,1,FALSE,21,"No",NA,NA
"CR-Kp","1-1-3-1","T1_P1_H3_W1",431.975914449655,616.787083227201,70.829873367557,258.030911649081,521,1,1,3,1,FALSE,22,"No",NA,NA
"CR-Kp","3-2-3-1","T3_P2_H3_W1",433.066485169017,615.606443550321,70.7088029712431,257.999348430407,521,3,2,3,1,FALSE,23,"No",NA,NA
"CR-Kp","2-1-3-1","T2_P1_H3_W1",433.891443466851,613.984587711606,70.5975643347672,257.717115332558,521,2,1,3,1,FALSE,24,"No",NA,NA
"CR-Kp","3-3-2-1","T3_P3_H2_W1",434.726203264526,611.67813945139,70.4668554941042,258.476733577498,521,3,3,2,1,FALSE,25,"No",NA,NA
"CR-Kp","3-1-3-1","T3_P1_H3_W1",435.873040959427,615.088093175804,70.4621342999397,258.238987510998,521,3,1,3,1,FALSE,26,"No",NA,NA
"CR-Kp","3-2-2-1","T3_P2_H2_W1",442.268693949982,617.801159117779,69.997805891496,261.217256776973,521,3,2,2,1,FALSE,27,"No",NA,NA
"CR-Kp","3-1-2-1","T3_P1_H2_W1",445.846055510191,620.340703535226,69.7627990844633,261.264276240477,521,3,1,2,1,FALSE,28,"No",NA,NA
"CR-Kp","2-2-2-2","T2_P2_H2_W2",536.132835408384,722.939196166112,69.1080017460853,308.81660426115,592,2,2,2,2,FALSE,29,"No",NA,NA
"CR-Kp","1-2-2-2","T1_P2_H2_W2",537.307112721537,724.026585855614,69.044591445718,309.090815231568,592,1,2,2,2,FALSE,30,"No",NA,NA
"CR-Kp","2-2-2-1","T2_P2_H2_W1",537.676213558703,722.963290835108,68.9910718750088,309.022028858229,592,2,2,2,1,FALSE,31,"No",NA,NA
"CR-Kp","1-1-2-2","T1_P1_H2_W2",538.871851012908,725.623614485406,68.9634361653803,309.674389130641,592,1,1,2,2,FALSE,32,"No",NA,NA
"CR-Kp","1-2-2-1","T1_P2_H2_W1",539.557306872022,720.180854251555,68.7803756559263,309.928006396888,592,1,2,2,1,FALSE,33,"No",NA,NA
"CR-Kp","2-1-2-2","T2_P1_H2_W2",540.180305154291,726.412601085981,68.8823068382375,309.789879242644,592,2,1,2,2,FALSE,34,"No",NA,NA
"CR-Kp","2-1-2-1","T2_P1_H2_W1",544.949297789844,724.884585929904,68.4780093486622,310.980089601857,592,2,1,2,1,FALSE,35,"No",NA,NA
"CR-Kp","1-1-2-1","T1_P1_H2_W1",545.497072449779,725.826055662705,68.4584005659795,311.334632154625,592,1,1,2,1,FALSE,36,"No",NA,NA
"CR-Pa","2-1-2-1","T2_P1_H2_W1",-194.696080850749,-16.2227879693721,83.190045546865,-43.530357761737,494,2,1,2,1,FALSE,1,"Yes",0.400097370591991,0.073408279711641
"CR-Pa","2-3-2-3","T2_P3_H2_W3",-188.75977396021,-19.6015862758296,83.7146466601381,-48.1197665661296,447,2,3,2,3,FALSE,2,"No",0.360705957084584,0.130720145613678
"CR-Pa","2-2-2-1","T2_P2_H2_W1",-186.418591553096,4.29076738351228,83.1063219866885,-40.4274654395847,494,2,2,2,1,FALSE,3,"No",0.369658926535229,0.0522653290612849
"CR-Pa","2-3-1-3","T2_P3_H1_W3",-185.970314368261,-23.0248365365671,83.501290709921,-47.2429882102704,447,2,3,1,3,FALSE,4,"No",0.357951334882063,0.159448497858629
"CR-Pa","2-2-3-2","T2_P2_H3_W2",-184.192374630255,-22.6842751383497,83.4095494869269,-48.6832935106856,447,2,2,3,2,FALSE,5,"No",0.366296356521248,0.130137852588016
"CR-Pa","2-1-3-1","T2_P1_H3_W1",-183.005930332287,-20.5540012209197,83.3825698824543,-47.0852862611874,447,2,1,3,1,FALSE,6,"No",0.359061694743862,0.124282151952944
"CR-Pa","3-1-2-1","T3_P1_H2_W1",-181.246496302634,-14.2889806627026,83.3988091923653,-47.4593428915181,447,3,1,2,1,FALSE,7,"No",0.372416166310346,0.14188202878801
"CR-Pa","2-3-2-2","T2_P3_H2_W2",-181.230288461715,-25.9468335670487,83.1854853260109,-46.3741494007229,447,2,3,2,2,FALSE,8,"No",0.351120954907291,0.104652809860243
"CR-Pa","2-3-3-3","T2_P3_H3_W3",-180.09004363511,-20.5429257023291,83.2207435051012,-46.4029981291312,447,2,3,3,3,FALSE,9,"No",0.336707603918854,0.117505090413765
"CR-Pa","2-3-2-1","T2_P3_H2_W1",-178.683339719444,-18.0245768770552,83.1882505558957,-45.4613637415155,447,2,3,2,1,FALSE,10,"No",0.363174051116772,0.12477938048891
"CR-Pa","3-3-2-3","T3_P3_H2_W3",-177.741068103829,-11.9712847253029,83.2464211729423,-44.7616768139608,447,3,3,2,3,FALSE,11,"No",NA,NA
"CR-Pa","3-3-3-3","T3_P3_H3_W3",-177.712698805308,-16.3758064118888,83.1641608318712,-45.2809649093995,447,3,3,3,3,FALSE,12,"No",NA,NA
"CR-Pa","2-2-2-2","T2_P2_H2_W2",-177.108847420082,-2.11632048476883,82.5222930687214,-37.3177868016083,494,2,2,2,2,TRUE,13,"No",0.354982522917001,0.0542090028510458
"CR-Pa","2-1-2-3","T2_P1_H2_W3",-176.386774339137,-8.97309639253231,83.2256858581741,-41.7543188417865,447,2,1,2,3,FALSE,14,"No",NA,NA
"CR-Pa","3-1-3-1","T3_P1_H3_W1",-175.998421608239,-13.3008151343653,83.1245320323771,-45.654818860735,447,3,1,3,1,FALSE,15,"No",NA,NA
"CR-Pa","2-2-2-3","T2_P2_H2_W3",-175.527458468223,-9.7673495081697,83.163071575624,-42.0190731919807,447,2,2,2,3,FALSE,16,"No",NA,NA
"CR-Pa","3-1-1-1","T3_P1_H1_W1",-175.196686320122,-35.6715911405793,82.6615491601932,-45.6616457779909,447,3,1,1,1,FALSE,17,"No",NA,NA
"CR-Pa","3-2-3-2","T3_P2_H3_W2",-174.941818983435,-22.171281251692,82.9004653834762,-47.3647775320985,447,3,2,3,2,FALSE,18,"No",NA,NA
"CR-Pa","3-3-1-3","T3_P3_H1_W3",-174.835945410522,-13.325766476076,83.058663187266,-44.2964861371364,447,3,3,1,3,FALSE,19,"No",NA,NA
"CR-Pa","1-2-3-2","T1_P2_H3_W2",-174.180519583402,-24.4605233015421,82.8142368774045,-47.0098116742588,447,1,2,3,2,FALSE,20,"No",NA,NA
"CR-Pa","3-2-2-2","T3_P2_H2_W2",-173.354299480886,-19.7569735283073,82.8550949862875,-45.9596724621814,447,3,2,2,2,FALSE,21,"No",NA,NA
"CR-Pa","1-1-3-1","T1_P1_H3_W1",-172.566844116296,-15.0754957053005,82.897650554222,-45.3790602948246,447,1,1,3,1,FALSE,22,"No",NA,NA
"CR-Pa","3-3-2-1","T3_P3_H2_W1",-171.996517477195,-14.5693938817008,82.8746162780448,-44.120216880777,447,3,3,2,1,FALSE,23,"No",NA,NA
"CR-Pa","1-3-1-1","T1_P3_H1_W1",-171.679144931721,-12.0188604923463,82.9041405077246,-43.5674459504981,447,1,3,1,1,FALSE,24,"No",NA,NA
"CR-Pa","2-1-2-2","T2_P1_H2_W2",-170.963464324471,4.59089892877194,82.3130872838683,-35.0523548880299,494,2,1,2,2,FALSE,25,"No",NA,NA
"CR-Pa","1-3-1-3","T1_P3_H1_W3",-170.926208744026,-13.958977677176,82.8249494895651,-44.358146873136,447,1,3,1,3,FALSE,26,"No",NA,NA
"CR-Pa","1-3-2-3","T1_P3_H2_W3",-170.268458039257,-16.7049101447914,82.7356905545209,-44.1629090199731,447,1,3,2,3,FALSE,27,"No",NA,NA
"CR-Pa","1-2-2-1","T1_P2_H2_W1",-170.148634408959,9.53142003315787,82.3541633611574,-35.5489307745881,494,1,2,2,1,FALSE,28,"No",NA,NA
"CR-Pa","2-1-1-1","T2_P1_H1_W1",-169.810250414237,-6.49244065957805,82.0615276188836,-35.2948748289528,494,2,1,1,1,FALSE,29,"No",NA,NA
"CR-Pa","3-2-2-1","T3_P2_H2_W1",-169.514427219207,-13.436965225844,82.75389166944,-44.2317112430828,447,3,2,2,1,FALSE,30,"No",NA,NA
"CR-Pa","1-3-2-2","T1_P3_H2_W2",-169.462781708218,-19.1732155088285,82.6426792439956,-42.8602998206352,447,1,3,2,2,FALSE,31,"No",NA,NA
"CR-Pa","1-3-3-3","T1_P3_H3_W3",-169.387602848581,-25.0273464127568,82.5271353490451,-44.4579261298163,447,1,3,3,3,FALSE,32,"No",NA,NA
"CR-Pa","3-2-1-2","T3_P2_H1_W2",-168.093163714462,-22.3682782589648,82.5025238377043,-44.2325510207162,447,3,2,1,2,FALSE,33,"No",NA,NA
"CR-Pa","3-2-3-1","T3_P2_H3_W1",-167.730753558269,-16.1378404377802,82.6000434513348,-44.2841011511356,447,3,2,3,1,FALSE,34,"No",NA,NA
"CR-Pa","1-2-3-1","T1_P2_H3_W1",-167.301327683804,-16.5924428280678,82.5665195814635,-43.9602621862025,447,1,2,3,1,FALSE,35,"No",NA,NA
"CR-Pa","2-3-3-1","T2_P3_H3_W1",-167.211642534277,-16.5259854291514,82.5625796887378,-42.2797272801963,447,2,3,3,1,FALSE,36,"No",NA,NA
"CR-Pa","2-2-3-1","T2_P2_H3_W1",-167.056530396317,-16.5033955424028,82.5540064530725,-43.992515971742,447,2,2,3,1,FALSE,37,"No",NA,NA
"CR-Pa","1-1-1-1","T1_P1_H1_W1",-166.861790029469,9.30038903200517,81.7265760000903,-25.2799204294005,543,1,1,1,1,FALSE,38,"No",NA,NA
"CR-Pa","1-3-2-1","T1_P3_H2_W1",-166.798746045792,-20.7358057345239,82.4582499684167,-43.4499310064149,447,1,3,2,1,FALSE,39,"No",NA,NA
"CR-Pa","2-3-3-2","T2_P3_H3_W2",-166.04781433938,-17.4532097168573,82.4772042872845,-43.0122393828784,447,2,3,3,2,FALSE,40,"No",NA,NA
"CR-Pa","2-2-1-3","T2_P2_H1_W3",-165.630922641573,-6.72065029966799,82.6570693993734,-39.6495151918604,447,2,2,1,3,FALSE,41,"No",NA,NA
"CR-Pa","3-1-2-2","T3_P1_H2_W2",-165.124410729404,-15.2167711206927,82.4660952272938,-42.330822098352,447,3,1,2,2,FALSE,42,"No",NA,NA
"CR-Pa","2-2-1-1","T2_P2_H1_W1",-164.835302957518,4.92200778985293,81.992022680648,-33.3908582344085,494,2,2,1,1,FALSE,43,"No",NA,NA
"CR-Pa","2-2-3-3","T2_P2_H3_W3",-164.535313476642,-10.1905381741799,82.5277283262,-41.4573234411798,447,2,2,3,3,FALSE,44,"No",NA,NA
"CR-Pa","2-2-1-2","T2_P2_H1_W2",-164.470791099296,4.98496570118331,81.9734940157799,-33.3682428793991,494,2,2,1,2,FALSE,45,"No",NA,NA
"CR-Pa","3-2-1-1","T3_P2_H1_W1",-164.462246253077,-23.264467714375,82.2725054857218,-42.575768455718,447,3,2,1,1,FALSE,46,"No",NA,NA
"CR-Pa","2-3-1-2","T2_P3_H1_W2",-164.274312223809,-11.4563007473949,82.4883890991977,-41.4347163626631,447,2,3,1,2,FALSE,47,"No",NA,NA
"CR-Pa","2-1-1-3","T2_P1_H1_W3",-163.810671735647,-4.39204936855964,82.595954041675,-38.8800225980177,447,2,1,1,3,FALSE,48,"No",NA,NA
"CR-Pa","1-2-1-1","T1_P2_H1_W1",-163.673856708853,6.88834345928541,81.9636251065314,-32.6383849962651,494,1,2,1,1,FALSE,49,"No",NA,NA
"CR-Pa","2-1-3-2","T2_P1_H3_W2",-163.238539341097,-8.33682073604228,82.48760696329,-42.4454385806758,447,2,1,3,2,FALSE,50,"No",NA,NA
"CR-Pa","3-3-2-2","T3_P3_H2_W2",-163.093077457663,-21.6038240028408,82.2237742940809,-42.6580933106787,447,3,3,2,2,FALSE,51,"No",NA,NA
"CR-Pa","2-3-1-1","T2_P3_H1_W1",-162.941399678078,-16.9967352517675,82.3039374812363,-42.1541052827949,447,2,3,1,1,FALSE,52,"No",NA,NA
"CR-Pa","3-3-3-1","T3_P3_H3_W1",-162.8091934608,-4.73556280995328,82.5313122917988,-41.4770802426614,447,3,3,3,1,FALSE,53,"No",NA,NA
"CR-Pa","3-2-3-3","T3_P2_H3_W3",-162.807641175677,-7.36684120736771,82.4810201386161,-41.1945004828233,447,3,2,3,3,FALSE,54,"No",NA,NA
"CR-Pa","3-1-3-2","T3_P1_H3_W2",-162.155312651316,-14.5319240260446,82.3052158318299,-42.8263647077258,447,3,1,3,2,FALSE,55,"No",NA,NA
"CR-Pa","1-1-3-2","T1_P1_H3_W2",-162.11112076964,-12.8307767786822,82.3354166377599,-42.5507600819388,447,1,1,3,2,FALSE,56,"No",NA,NA
"CR-Pa","3-3-1-1","T3_P3_H1_W1",-161.842804872871,-19.8013700742281,82.1847158596728,-40.6169900885317,447,3,3,1,1,FALSE,57,"No",NA,NA
"CR-Pa","2-1-3-3","T2_P1_H3_W3",-161.143785172861,-8.54845912952297,82.3610342281315,-40.3633478503199,447,2,1,3,3,FALSE,58,"No",NA,NA
"CR-Pa","1-1-2-3","T1_P1_H2_W3",-160.808270033714,-7.86658323336852,82.3544563098444,-39.6470613543437,447,1,1,2,3,FALSE,59,"No",NA,NA
"CR-Pa","3-1-2-3","T3_P1_H2_W3",-159.36780759395,-7.54720135313187,82.2758443173014,-39.7852955212065,447,3,1,2,3,FALSE,60,"No",NA,NA
"CR-Pa","3-3-3-2","T3_P3_H3_W2",-158.939602828866,-12.3587516810459,82.1571851961266,-42.1925264505976,447,3,3,3,2,FALSE,61,"No",NA,NA
"CR-Pa","1-3-3-2","T1_P3_H3_W2",-158.43698794241,-14.6803022779659,82.0820077138597,-41.931312724582,447,1,3,3,2,FALSE,62,"No",NA,NA
"CR-Pa","1-1-2-1","T1_P1_H2_W1",-158.220160347945,0.96167641290134,81.5623663828309,-35.0736962162441,494,1,1,2,1,FALSE,63,"No",NA,NA
"CR-Pa","1-3-3-1","T1_P3_H3_W1",-157.674368135467,-11.2518449292667,82.1035195397013,-40.9211877405123,447,1,3,3,1,FALSE,64,"No",NA,NA
"CR-Pa","1-2-3-3","T1_P2_H3_W3",-156.977262724917,-15.0842579549695,81.9868236634777,-40.1600220889128,447,1,2,3,3,FALSE,65,"No",NA,NA
"CR-Pa","1-1-3-3","T1_P1_H3_W3",-156.748784755609,-11.644990984052,82.0406128170066,-39.8789806762077,447,1,1,3,3,FALSE,66,"No",NA,NA
"CR-Pa","3-1-3-3","T3_P1_H3_W3",-156.219730601129,-16.6098060819192,81.9112870217993,-39.9431490001255,447,3,1,3,3,FALSE,67,"No",NA,NA
"CR-Pa","1-2-2-3","T1_P2_H2_W3",-155.049531368031,-10.0133283770928,81.9708819978015,-38.7289260009901,447,1,2,2,3,FALSE,68,"No",NA,NA
"CR-Pa","1-3-1-2","T1_P3_H1_W2",-154.576056921213,-7.52588599703338,81.9913733731757,-39.7223192491368,447,1,3,1,2,FALSE,69,"No",NA,NA
"CR-Pa","3-2-2-3","T3_P2_H2_W3",-154.566786137965,-7.58127581511093,81.9897298450699,-38.8711807231058,447,3,2,2,3,FALSE,70,"No",NA,NA
"CR-Pa","3-3-1-2","T3_P3_H1_W2",-154.113678605573,-9.63761528659077,81.9220558602424,-39.7521356603742,447,3,3,1,2,FALSE,71,"No",NA,NA
"CR-Pa","1-1-1-3","T1_P1_H1_W3",-154.028613923545,-4.0357049091555,82.0270789599255,-37.7678147168498,447,1,1,1,3,FALSE,72,"No",NA,NA
"CR-Pa","3-1-1-2","T3_P1_H1_W2",-153.018037878366,-13.3169268589435,81.7830710026793,-38.4687942617622,447,3,1,1,2,FALSE,73,"No",NA,NA
"CR-Pa","1-2-2-2","T1_P2_H2_W2",-152.048642703229,5.47114905333672,81.3006644582267,-32.9283805532033,494,1,2,2,2,FALSE,74,"No",NA,NA
"CR-Pa","3-1-1-3","T3_P1_H1_W3",-151.234488042718,-9.71927308188185,81.7463894450064,-37.3457693455597,447,3,1,1,3,FALSE,75,"No",NA,NA
"CR-Pa","1-2-1-3","T1_P2_H1_W3",-149.923716877773,-11.1865453631042,81.6372340907419,-37.4542695613921,447,1,2,1,3,FALSE,76,"No",NA,NA
"CR-Pa","3-2-1-3","T3_P2_H1_W3",-149.610676575984,-9.49944431316661,81.6518862156127,-37.4742812485491,447,3,2,1,3,FALSE,77,"No",NA,NA
"CR-Pa","1-1-1-2","T1_P1_H1_W2",-148.254836575974,23.7308258307484,81.4172854872894,-27.322918928858,494,1,1,1,2,FALSE,78,"No",NA,NA
"CR-Pa","1-2-1-2","T1_P2_H1_W2",-147.727324336865,12.0869288524638,81.1780227287623,-30.8105555693077,494,1,2,1,2,FALSE,79,"No",NA,NA
"CR-Pa","2-1-1-2","T2_P1_H1_W2",-147.659756005333,16.516805160033,81.2543923482467,-27.9546294066999,494,2,1,1,2,FALSE,80,"No",NA,NA
"CR-Pa","1-1-2-2","T1_P1_H2_W2",-145.844186100113,17.354114841723,81.1676312285259,-29.718423887281,494,1,1,2,2,FALSE,81,"No",NA,NA
